"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","RNG","First_Author","Title","Publication_Year","Journal","Impact_Factor","Scientific_Name","Ecosystem","First_Population","Second_Population","Type","T1","T2","Treatment_Unit","Category","Measurement","Trait_Unit","Percentage_Transformation","Proportion_Transformation","Plasticity_Category","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)"
336,22,1,22.2,22.3,1,1,2,"Velotta, J. P.","Trade-offs in osmoregulation and parallel shifts in molecular function follow ecological transitions to freshwater in the Alewife",2015,"Evolution",3.742,"Alosa pseudoharengus","Aquatic","Pattagansett Lake","Rogers Lake","Salinity","30","35","ppt","Biochemical Assay","Plasma Osmolality","mOsm/kg","No","No","Acclimation",12,342.588904694168,9.46098876396083,12,354.651493598862,11.8262359549511,12,336.671408250356,7.88415730330079,12,371.26600284495,17.3451460672616
337,22,1,22.1,22.2,1,2,2,"Velotta, J. P.","Trade-offs in osmoregulation and parallel shifts in molecular function follow ecological transitions to freshwater in the Alewife",2015,"Evolution",3.742,"Alosa pseudoharengus","Aquatic","Bride Lake","Pattagansett Lake","Salinity","30","35","ppt","Biochemical Assay","NKA","μmol ADP μg-1 protein h-1","No","No","Acclimation",12,12.1538461538462,4.79644839019074,12,19.7692307692308,2.05562073865318,12,10.4065934065934,1.48461497791618,12,11.8241758241758,1.82721843435836
338,22,1,22.1,22.3,1,2,1,"Velotta, J. P.","Trade-offs in osmoregulation and parallel shifts in molecular function follow ecological transitions to freshwater in the Alewife",2015,"Evolution",3.742,"Alosa pseudoharengus","Aquatic","Bride Lake","Rogers Lake","Salinity","30","35","ppt","Biochemical Assay","NKA","μmol ADP μg-1 protein h-1","No","No","Acclimation",12,12.1538461538462,4.79644839019074,12,19.7692307692308,2.05562073865318,12,9.51648351648352,2.51242534724276,12,8.03296703296703,4.33964378160115
339,22,1,22.2,22.3,1,2,2,"Velotta, J. P.","Trade-offs in osmoregulation and parallel shifts in molecular function follow ecological transitions to freshwater in the Alewife",2015,"Evolution",3.742,"Alosa pseudoharengus","Aquatic","Pattagansett Lake","Rogers Lake","Salinity","30","35","ppt","Biochemical Assay","NKA","μmol ADP μg-1 protein h-1","No","No","Acclimation",12,10.4065934065934,1.48461497791618,12,11.8241758241758,1.82721843435836,12,9.51648351648352,2.51242534724276,12,8.03296703296703,4.33964378160115
340,23,1,23.1,23.2,1,1,1,"Cooper, B. S.","Thermal adaptation of cellular membranes in natural populations of Drosophila melanogaster",2014,"Functional Ecology",5.608,"Drosophila melanogaster","Terrestrial","East Calais","Bloomington","Temperature","16","26","℃","Biochemical Assay","PE/PC","ratio","No","No","Developmental",13,2.67897435897436,0.118336041861381,13,2.37362637362637,0.0792428851750324,14,2.65846153846154,0.0844271410348992,14,2.45714285714286,0.0698990940386338
341,23,1,23.1,23.3,1,1,1,"Cooper, B. S.","Thermal adaptation of cellular membranes in natural populations of Drosophila melanogaster",2014,"Functional Ecology",5.608,"Drosophila melanogaster","Terrestrial","East Calais","Raleigh","Temperature","16","26","℃","Biochemical Assay","PE/PC","ratio","No","No","Developmental",13,2.67897435897436,0.118336041861381,13,2.37362637362637,0.0792428851750324,12,2.70871794871795,0.13856406460551,12,2.45164835164835,0.102781036932658
342,23,1,23.2,23.3,1,1,1,"Cooper, B. S.","Thermal adaptation of cellular membranes in natural populations of Drosophila melanogaster",2014,"Functional Ecology",5.608,"Drosophila melanogaster","Terrestrial","Bloomington","Raleigh","Temperature","16","26","℃","Biochemical Assay","PE/PC","ratio","No","No","Developmental",14,2.65846153846154,0.0844271410348992,14,2.45714285714286,0.0698990940386338,12,2.70871794871795,0.13856406460551,12,2.45164835164835,0.102781036932658
343,23,1,23.1,23.2,1,2,2,"Cooper, B. S.","Thermal adaptation of cellular membranes in natural populations of Drosophila melanogaster",2014,"Functional Ecology",5.608,"Drosophila melanogaster","Terrestrial","East Calais","Bloomington","Temperature","16","26","℃","Biochemical Assay","Polyunsaturated GPLs","%","No","Yes","Developmental",13,0.668575129533679,0.00952762254138169,13,0.651632124352332,0.0123298644653174,14,0.675025906735751,0.0101780835650586,14,0.653108808290155,0.0177389456419595
344,23,1,23.1,23.3,1,2,2,"Cooper, B. S.","Thermal adaptation of cellular membranes in natural populations of Drosophila melanogaster",2014,"Functional Ecology",5.608,"Drosophila melanogaster","Terrestrial","East Calais","Raleigh","Temperature","16","26","℃","Biochemical Assay","Polyunsaturated GPLs","%","No","Yes","Developmental",13,0.668575129533679,0.00952762254138169,13,0.651632124352332,0.0123298644653174,12,0.669430051813472,0.0139999961648055,12,0.649611398963731,0.0123846119919433
345,23,1,23.2,23.3,1,2,2,"Cooper, B. S.","Thermal adaptation of cellular membranes in natural populations of Drosophila melanogaster",2014,"Functional Ecology",5.608,"Drosophila melanogaster","Terrestrial","Bloomington","Raleigh","Temperature","16","26","℃","Biochemical Assay","Polyunsaturated GPLs","%","No","Yes","Developmental",14,0.675025906735751,0.0101780835650586,14,0.653108808290155,0.0177389456419595,12,0.669430051813472,0.0139999961648055,12,0.649611398963731,0.0123846119919433
346,24,1,24.1,24.2,1,1,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Santiago","Curicó","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.982214572576,1.01597662354978,3,17.8709122203098,0.867271785703525,3,19.3740676993689,1.11946665580455,3,18.2667814113597,1.70812612997083
347,24,1,24.1,24.3,1,1,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Santiago","Chillán","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.982214572576,1.01597662354978,3,17.8709122203098,0.867271785703525,3,20.2002294893861,0.852341468155078,3,17.6987951807229,1.06504154935662
348,24,1,24.1,24.4,1,1,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Santiago","Valdivia","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.982214572576,1.01597662354978,3,17.8709122203098,0.867271785703525,3,19.53471026965,1.23904345947513,3,16.5111876075731,0.508546874447334
349,24,1,24.1,24.5,1,1,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Santiago","Puerto Montt","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.982214572576,1.01597662354978,3,17.8709122203098,0.867271785703525,3,17.6815834767642,0.86863703139039,3,16.6546184738956,0.408150921671421
350,24,1,24.2,24.3,1,1,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Curicó","Chillán","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.3740676993689,1.11946665580455,3,18.2667814113597,1.70812612997083,3,20.2002294893861,0.852341468155078,3,17.6987951807229,1.06504154935662
351,24,1,24.2,24.4,1,1,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Curicó","Valdivia","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.3740676993689,1.11946665580455,3,18.2667814113597,1.70812612997083,3,19.53471026965,1.23904345947513,3,16.5111876075731,0.508546874447334
352,24,1,24.2,24.5,1,1,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Curicó","Puerto Montt","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.3740676993689,1.11946665580455,3,18.2667814113597,1.70812612997083,3,17.6815834767642,0.86863703139039,3,16.6546184738956,0.408150921671421
353,24,1,24.3,24.4,1,1,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Chillán","Valdivia","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,20.2002294893861,0.852341468155078,3,17.6987951807229,1.06504154935662,3,19.53471026965,1.23904345947513,3,16.5111876075731,0.508546874447334
354,24,1,24.3,24.5,1,1,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Chillán","Puerto Montt","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,20.2002294893861,0.852341468155078,3,17.6987951807229,1.06504154935662,3,17.6815834767642,0.86863703139039,3,16.6546184738956,0.408150921671421
355,24,1,24.4,24.5,1,1,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Valdivia","Puerto Montt","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.53471026965,1.23904345947513,3,16.5111876075731,0.508546874447334,3,17.6815834767642,0.86863703139039,3,16.6546184738956,0.408150921671421
356,24,1,24.1,24.2,1,2,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Santiago","Curicó","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.4712847838958,1.00826998066932,3,15.5458851391356,0.96133776174281,3,19.4712847838958,1.16369274205515,3,17.712847838958,1.87994806096405
357,24,1,24.1,24.3,1,2,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Santiago","Chillán","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.4712847838958,1.00826998066932,3,15.5458851391356,0.96133776174281,3,17.9200710479574,1.84622187711347,3,18.263469508585,0.920601240308261
358,24,1,24.1,24.4,1,2,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Santiago","Valdivia","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.4712847838958,1.00826998066932,3,15.5458851391356,0.96133776174281,3,19.6903493191237,0.823461866226786,3,15.6465364120781,1.26147644082166
359,24,1,24.1,24.5,1,2,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Santiago","Puerto Montt","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.4712847838958,1.00826998066932,3,15.5458851391356,0.96133776174281,3,18.2101835405565,1.77747142103908,3,17.3102427471877,0.840900924929814
360,24,1,24.2,24.3,1,2,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Curicó","Chillán","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.4712847838958,1.16369274205515,3,17.712847838958,1.87994806096405,3,17.9200710479574,1.84622187711347,3,18.263469508585,0.920601240308261
361,24,1,24.2,24.4,1,2,1,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Curicó","Valdivia","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.4712847838958,1.16369274205515,3,17.712847838958,1.87994806096405,3,19.6903493191237,0.823461866226786,3,15.6465364120781,1.26147644082166
362,24,1,24.2,24.5,1,2,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Curicó","Puerto Montt","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.4712847838958,1.16369274205515,3,17.712847838958,1.87994806096405,3,18.2101835405565,1.77747142103908,3,17.3102427471877,0.840900924929814
363,24,1,24.3,24.4,1,2,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Chillán","Valdivia","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,17.9200710479574,1.84622187711347,3,18.263469508585,0.920601240308261,3,19.6903493191237,0.823461866226786,3,15.6465364120781,1.26147644082166
364,24,1,24.3,24.5,1,2,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Chillán","Puerto Montt","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,17.9200710479574,1.84622187711347,3,18.263469508585,0.920601240308261,3,18.2101835405565,1.77747142103908,3,17.3102427471877,0.840900924929814
365,24,1,24.4,24.5,1,2,2,"Castañeda, L. E.","Vanishing Chromosomal Inversion Clines in Drosophila subobscura from Chile: Is Behavioral Thermoregulation to Blame?",2013,"The American Naturalist",3.926,"Drosophila subobscura","Terrestrial","Valdivia","Puerto Montt","Temperature","13","18","℃","Behavioural","Thermal Preference","℃","No","No","Developmental",3,19.6903493191237,0.823461866226786,3,15.6465364120781,1.26147644082166,3,18.2101835405565,1.77747142103908,3,17.3102427471877,0.840900924929814
366,25,1,25.1,25.2,1,1,1,"McDermid, J. L.","Intraspecific Differences in Thermal Biology among Inland Lake Trout Populations",2013,"Transactions of the American Fisheries Society",1.861,"Salvelinus namaycush","Aquatic","Louisa Lake","Lake Opeongo","Temperature","6","16","℃","Behavioural","Thermal Preference","℃","No","No","Acclimation",3,10.5111111111111,0.169356078962286,3,7.87111111111111,0.123168057427121,3,12.4933333333333,0.138564064605513,3,9.95111111111111,0.169356078962289
367,25,1,25.1,25.2,1,2,1,"McDermid, J. L.","Intraspecific Differences in Thermal Biology among Inland Lake Trout Populations",2013,"Transactions of the American Fisheries Society",1.861,"Salvelinus namaycush","Aquatic","Louisa Lake","Lake Opeongo","Temperature","6","16","℃","Tolerance","Critical Thermal Maximum","℃","No","No","Acclimation",45,25.319587628866,0.138313483144316,45,28.6082474226804,0.207470224716475,45,25.6082474226804,0.345783707860791,45,28.5979381443299,0.276626966288633
368,26,1,26.1,26.2,1,1,1,"Rabus, M.","Interclonal variation, effectiveness and long-term implications of Triops-induced morphological defences in Daphnia magna Strauss",2012,"Journal of Plankton Research",2.455,"Daphnia magna","Aquatic","Leuven","Munich","Predator","Absent","Present",NA,"Morphology","Body Length","μm","No","No","Transgenerational",30,2898.37,136.76632260904,30,2955.6,122.689852881157,30,2806.27,96.6182591439113,30,2708.83,62.9333218573436
